,id,op_type,district,street,rooms,area,floor,total_floors,house_seria,house_type,condition
3706,8706,For sale,centrs,Maskavas 84,2,48.0,6.0,6.0,P. kara,Masonry,Partial amenities
3708,8708,For sale,centrs,Marijas 15,1,22.0,6.0,6.0,P. kara,Masonry,All amenities
3709,8709,For sale,Purvciems,Deglava 104,4,90.0,2.0,9.0,119.,Panel,All amenities
3710,8710,For sale,Bieriņi,Dāliju 8a,1,25.0,1.0,2.0,P. kara,Wood,All amenities
3711,8711,For sale,Imanta,Slokas 191,2,51.0,4.0,5.0,Specpr.,Panel-Brick,All amenities
3712,8712,For sale,centrs,Strēlnieku 19,3,79.0,1.0,3.0,P. kara,Masonry,All amenities
3713,8713,For sale,Pļavnieki,Ilūkstes 18,2,50.0,3.0,9.0,602.,Panel,All amenities
3715,8715,For sale,centrs,Matīsa 17,2,52.2,5.0,5.0,P. kara,Masonry,All amenities
3716,8716,For sale,Purvciems,Staiceles 19,3,58.8,1.0,5.0,LT proj.,Panel,All amenities
3717,8717,For sale,Teika,Brīvības gatve 281,5,114.0,1.0,5.0,Specpr.,Brick,All amenities
3718,8718,For sale,Dārzciems,Lubānas 56,3,65.0,4.0,9.0,467.,Panel,All amenities
3721,8721,For sale,Āgenskalns,Daugavgrīvas 68a,2,66.0,2.0,5.0,Staļina,Masonry,All amenities
3724,8724,For sale,centrs,Valdemāra 76,3,80.0,2.0,9.0,Specpr.,Brick,All amenities
3725,8725,For sale,Iļģuciems,Skujenes 13,2,45.0,2.0,5.0,LT proj.,Brick-Panel,All amenities
3726,8726,For sale,Čiekurkalns,Čiekurkalna 8. šķ l. 1b,2,35.0,1.0,1.0,Specpr.,Brick-Panel,All amenities
3727,8727,For sale,Mežaparks,Viestura pr. 59,2,47.0,9.0,10.0,Specpr.,Brick,All amenities
3728,8728,For sale,Ķengarags,Dubnas 8,1,42.0,1.0,12.0,M. ģim.,Brick,All amenities
3729,8729,For sale,Dārzciems,Preiļu 4,3,71.0,2.0,5.0,Specpr.,Masonry,All amenities
3731,8731,For sale,Āgenskalns,Gardenes 9,3,54.0,2.0,5.0,Specpr.,Brick,All amenities
3732,8732,For sale,Ziepniekkalns,Valdeķu 54,1,32.0,9.0,9.0,602.,Panel-Brick,All amenities
3733,8733,For sale,Dzegužkalns,Iecavas 1,2,52.0,1.0,5.0,Jaun.,Brick-Panel,All amenities
3734,8734,For sale,Dzegužkalns,Iecavas 1,2,59.0,2.0,5.0,Jaun.,Brick-Panel,All amenities
3735,8735,For sale,Mežaparks,Viestura pr. 67,3,55.0,1.0,5.0,Specpr.,Brick,All amenities
3737,8737,For sale,Teika,Caunes 11,5,180.0,2.0,3.0,Jaun.,Brick-Panel,All amenities
3738,8738,For sale,Dzegužkalns,Iecavas 1,3,90.0,1.0,5.0,Jaun.,Brick-Panel,All amenities
3739,8739,For sale,Sarkandaugava,Viestura pr. 67,3,55.0,1.0,5.0,Specpr.,Brick,All amenities
3741,8741,For sale,Vecmīlgrāvis,Kāvu 4,2,52.0,1.0,5.0,LT proj.,Panel,All amenities
3742,8742,For sale,Mežciems,Kaivas 50-45d,2,51.0,2.0,5.0,Jaun.,Brick-Panel,All amenities
3743,8743,For sale,Pļavnieki,J. Vācieša 4,3,64.0,2.0,9.0,602.,Panel,All amenities
3745,8745,For sale,Purvciems,Stirnu 47,2,38.0,2.0,5.0,LT proj.,Panel,All amenities
3747,8747,For sale,Imanta,Anniņmuižas bulvāris 28,2,53.0,1.0,16.0,Specpr.,Brick,All amenities
3753,8753,For sale,centrs,Miera 86,2,43.0,1.0,5.0,P. kara,Masonry,All amenities
3754,8754,For sale,Āgenskalns,Kuldīgas 32,2,53.0,3.0,4.0,P. kara,Masonry,All amenities
3755,8755,For sale,centrs,Lāčplēša 54,2,70.0,6.0,6.0,P. kara,Brick,All amenities
3756,8756,For sale,Mežciems,Kaivas 50-13d,4,75.0,5.0,5.0,Jaun.,Brick-Panel,All amenities
3757,8757,For sale,Iļģuciems,Lilijas 28,3,106.0,6.0,6.0,Jaun.,Panel,All amenities
3758,8758,For sale,Ķengarags,Kaņiera 18,1,36.0,9.0,12.0,M. ģim.,Brick,All amenities
3759,8759,For sale,centrs,Smilšu 14a,3,49.0,5.0,5.0,P. kara,Brick,All amenities
3761,8761,For sale,centrs,Valdemāra 109,1,35.0,5.0,6.0,Specpr.,Brick-Panel,All amenities
3762,8762,For sale,Sarkandaugava,Hāpsalas 1 k-1,3,64.0,6.0,8.0,Renov.,Brick-Panel,All amenities
3763,8763,For sale,Ziepniekkalns,Līvciema 10,3,73.0,5.0,5.0,Specpr.,Panel,All amenities
3766,8766,For sale,centrs,Dzirnavu 115,3,73.0,2.0,4.0,P. kara,Masonry,All amenities
3770,8770,For sale,centrs,Vidus 11,2,59.0,3.0,5.0,Renov.,Masonry,All amenities
3772,8772,For sale,centrs,Valdemāra 143,4,69.0,2.0,5.0,Hrušč.,Brick,All amenities
3775,8775,For sale,Zolitūde,Ruses 3,3,75.0,2.0,9.0,119.,Panel-Brick,All amenities
3777,8777,For sale,Vecrīga,13. janvāra 21,3,91.0,2.0,6.0,Jaun.,Panel-Brick,All amenities
3778,8778,For sale,Ziepniekkalns,Dignājas 3,2,63.0,3.0,6.0,Jaun.,Masonry,All amenities
3779,8779,For sale,centrs,Ģertrūdes 62,6,150.0,6.0,7.0,P. kara,Masonry,All amenities
3780,8780,For sale,Teika,Bērzpils 3,2,42.0,4.0,5.0,Hrušč.,Brick-Panel,All amenities
3786,8786,For sale,centrs,Republikas laukums 3,2,63.0,2.0,7.0,Jaun.,Masonry,All amenities
3787,8787,For sale,centrs,Stabu 95,2,60.0,3.0,5.0,P. kara,Masonry,All amenities
3788,8788,For sale,Ķengarags,Maskavas 268/7,3,59.0,4.0,5.0,LT proj.,Panel,All amenities
3792,8792,For sale,Purvciems,Burtnieku 33,1,15.0,5.0,5.0,Specpr.,Brick-Panel,All amenities
3794,8794,For sale,Ķengarags,Lubānas 35,2,43.0,1.0,3.0,Hrušč.,Brick,All amenities
3795,8795,For sale,centrs,Dzirnavu 60a,3,93.0,4.0,7.0,Renov.,Brick,All amenities
3796,8796,For sale,centrs,Stabu 29,3,72.0,4.0,7.0,P. kara,Masonry,All amenities
3797,8797,For sale,Bolderāja,Lielupes 68,2,49.0,4.0,5.0,LT proj.,Panel,All amenities
3798,8798,For sale,Jugla,Silciema 15/1,2,43.0,2.0,5.0,LT proj.,Panel,All amenities
3799,8799,For sale,Pļavnieki,Zemes 8,1,31.0,8.0,9.0,602.,Panel,All amenities
3800,8800,For sale,Šampēteris-Pleskodāle,Irlavas 20,4,152.0,4.0,6.0,Specpr.,Brick-Panel,All amenities
3801,8801,For sale,Mangaļi,Ezera 13,1,27.0,2.0,2.0,P. kara,Brick,Partial amenities
3802,8802,For sale,Zolitūde,Zolitūdes 46,4,91.0,7.0,9.0,119.,Panel,All amenities
3803,8803,For sale,Vecmīlgrāvis,Meldru 12,2,42.0,2.0,4.0,Hrušč.,Brick,All amenities
3805,8805,For sale,Jaunciems,Jaunciema g. 167,2,44.0,2.0,2.0,Specpr.,Wood,All amenities
3810,8810,For sale,Mežciems,Kaivas 50/2,4,93.0,2.0,5.0,Jaun.,Panel,All amenities
3817,8817,For sale,centrs,Hospitāļu 22,5,138.0,4.0,4.0,P. kara,Masonry,All amenities
3820,8820,For sale,centrs,Hospitāļu 33a,3,63.0,3.0,3.0,P. kara,Masonry,All amenities
3821,8821,For sale,Āgenskalns,Kuldīgas 32,2,53.0,4.0,4.0,P. kara,Masonry,All amenities
3822,8822,For sale,Pļavnieki,Jasmuižas 8,4,80.0,2.0,9.0,467.,Panel,All amenities
3823,8823,For sale,centrs,Valdemāra 69,2,33.0,3.0,5.0,Renov.,Masonry,All amenities
3824,8824,For sale,Ķīpsala,Ogļu 32,3,80.0,2.0,4.0,Renov.,Masonry,All amenities
3826,8826,For sale,Ķīpsala,Ogļu 32,3,79.0,1.0,4.0,P. kara,Masonry,All amenities
3827,8827,For sale,Ķīpsala,Ogļu 32,3,79.0,1.0,4.0,P. kara,Masonry,All amenities
3830,8830,For sale,Klīversala,St. Rusas 8,2,62.0,5.0,5.0,Jaun.,Masonry,All amenities
3831,8831,For sale,centrs,Blaumaņa 34,4,64.0,1.0,3.0,Renov.,Masonry,All amenities
3832,8832,For sale,Jugla,Juglas 41,2,46.0,1.0,5.0,LT proj.,Panel,All amenities
3834,8834,For sale,Iļģuciems,Riekstu 7,1,35.0,1.0,5.0,M. ģim.,Panel,All amenities
3835,8835,For sale,Dārzciems,Slāvu 23a,3,62.0,3.0,9.0,602.,Panel,All amenities
3837,8837,For sale,Vecmīlgrāvis,Vecmīlgrāvja 9,2,41.0,2.0,4.0,Hrušč.,Brick,All amenities
3838,8838,For sale,Iļģuciems,Buļļu 35 a,2,49.0,3.0,5.0,LT proj.,Panel,All amenities
3839,8839,For sale,Maskavas priekšpilsēta,Maskavas 69,2,45.0,5.0,5.0,P. kara,Masonry,All amenities
3840,8840,For sale,Zolitūde,Zolitūdes 75 k-3,2,75.0,3.0,6.0,Jaun.,Brick-Panel,All amenities
3841,8841,For sale,Āgenskalns,Melnsila 21,2,41.15,2.0,5.0,Hrušč.,Brick,All amenities
3842,8842,For sale,Zolitūde,Ruses 3,3,75.0,4.0,9.0,119.,Panel,All amenities
3843,8843,For sale,Pļavnieki,Tīnūžu 14,3,62.0,8.0,9.0,602.,Panel,All amenities
3844,8844,For sale,Ķengarags,Ikšķiles 18,3,59.0,5.0,5.0,LT proj.,Panel,All amenities
3845,8845,For sale,centrs,Dzirnavu 6,4,97.0,2.0,4.0,Renov.,Masonry,All amenities
3846,8846,For sale,Purvciems,Ūnijas 76a,3,62.0,5.0,5.0,LT proj.,Panel,All amenities
3848,8848,For sale,Ziepniekkalns,Valdeķu 60,4,79.0,6.0,9.0,602.,Panel,All amenities
3849,8849,For sale,centrs,Lāčplēša 48,3,59.8,3.0,6.0,P. kara,Brick,All amenities
3850,8850,For sale,Maskavas priekšpilsēta,Maskavas 182,2,48.0,6.0,9.0,467.,Panel,All amenities
3853,8853,For sale,Imanta,Kurzemes pr. 52,2,50.0,4.0,5.0,LT proj.,Panel,All amenities
3856,8856,For sale,centrs,Zvaigžņu 13c,1,27.0,2.0,5.0,P. kara,Brick,All amenities
3857,8857,For sale,centrs,Blaumaņa 12,3,62.3,2.0,6.0,Renov.,Brick,All amenities
3859,8859,For sale,centrs,Avotu 65a,1,27.0,1.0,2.0,P. kara,Wood,All amenities
3860,8860,For sale,Maskavas priekšpilsēta,M. Lubānas 18,1,27.0,2.0,2.0,P. kara,Wood,All amenities
3861,8861,For sale,Imanta,M. Krūmu 1,3,59.0,4.0,5.0,LT proj.,Panel,All amenities
3862,8862,For sale,Vecmīlgrāvis,Emmas 10,2,68.0,1.0,3.0,Staļina,Brick,All amenities
3863,8863,For sale,Ķengarags,Maskavas 258/6,1,30.0,1.0,5.0,LT proj.,Panel,All amenities
3864,8864,For sale,Zolitūde,Gramzdas 17,4,90.0,4.0,9.0,119.,Panel,All amenities
3865,8865,For sale,Pļavnieki,Ilūkstes 101,1,37.0,3.0,5.0,103.,Brick,All amenities
3866,8866,For sale,Imanta,Anniņmuižas bulvāris 43,3,95.0,8.0,24.0,Jaun.,Masonry,All amenities
3867,8867,For sale,Iļģuciems,Buļļu 42 b,3,82.0,9.0,10.0,119.,Panel,All amenities
3868,8868,For sale,centrs,Strēlnieku 7,2,57.0,5.0,7.0,Jaun.,Masonry,All amenities
3869,8869,For sale,Vecrīga,Peitavas 5,3,78.0,5.0,5.0,Renov.,Brick,All amenities
3872,8872,For sale,Mežciems,Kaivas 50,3,92.0,2.0,5.0,Jaun.,Brick-Panel,All amenities
3874,8874,For sale,Purvciems,Pūces 43,2,86.0,6.0,9.0,Jaun.,Panel,All amenities
3876,8876,For sale,Ķengarags,Prūšu 4,2,44.0,3.0,5.0,Jaun.,Panel,All amenities
3877,8877,For sale,centrs,Valdemāra 105,2,46.0,2.0,5.0,Specpr.,Brick-Panel,All amenities
3878,8878,For sale,centrs,Miera 57a,2,92.0,5.0,5.0,Jaun.,Masonry,All amenities
3879,8879,For sale,centrs,Miera 57a,2,97.0,2.0,4.0,Jaun.,Masonry,All amenities
3880,8880,For sale,Mežciems,Hipokrāta 47,4,77.0,7.0,9.0,602.,Panel,All amenities
3881,8881,For sale,centrs,Lienes 25,1,38.0,1.0,2.0,P. kara,Wood,All amenities
3882,8882,For sale,Ķengarags,Maltas 22,2,38.0,4.0,5.0,LT proj.,Panel,All amenities
3883,8883,For sale,Pļavnieki,Salnas 7,2,51.0,3.0,9.0,602.,Panel,All amenities
3885,8885,For sale,Sarkandaugava,Sarkandaugavas 3,2,44.0,1.0,5.0,Staļina,Brick,All amenities
3887,8887,For sale,Mežciems,Biķernieku 226,3,60.0,3.0,5.0,LT proj.,Brick,All amenities
3888,8888,For sale,Dzegužkalns,Daugavgrīvas 68a,2,66.0,2.0,5.0,Staļina,Masonry,All amenities
3890,8890,For sale,Daugavgrīva,Parādes 3,3,65.0,1.0,5.0,Specpr.,Panel,All amenities
3893,8893,For sale,centrs,Tomsona 9,3,127.0,2.0,3.0,Jaun.,Brick,All amenities
3894,8894,For sale,Ķengarags,Maskavas 258,3,61.0,1.0,5.0,Hrušč.,Panel,All amenities
3896,8896,For sale,centrs,Blaumaņa 36,2,55.0,3.0,5.0,P. kara,Masonry,All amenities
3897,8897,For sale,Mangaļi,Ezera 19,1,25.0,2.0,2.0,P. kara,Masonry,All amenities
3898,8898,For sale,Purvciems,Kastrānes 2a,2,39.0,2.0,5.0,Hrušč.,Brick,All amenities
3901,8901,For sale,Jugla,Murjāņu 42,2,47.26,2.0,5.0,Hrušč.,Panel,All amenities
3902,8902,For sale,Jugla,Juglas 29,3,57.0,4.0,5.0,Hrušč.,Panel,All amenities
3904,8904,For sale,Zolitūde,Gramzdas 21,1,46.0,6.0,9.0,119.,Panel,All amenities
3905,8905,For sale,centrs,Eksporta 2,3,59.7,5.0,4.0,Staļina,Panel-Brick,All amenities
3906,8906,For sale,centrs,Katrīnas d. 17,2,59.0,1.0,6.0,Jaun.,Panel-Brick,All amenities
3907,8907,For sale,Zolitūde,Augšzemes 7,3,75.0,2.0,4.0,Specpr.,Masonry,All amenities
3908,8908,For sale,Āgenskalns,Melnsila 24,3,60.0,5.0,5.0,Hrušč.,Panel,All amenities
3909,8909,For sale,Pļavnieki,Pļavnieku 5,2,51.0,6.0,9.0,602.,Panel,All amenities
3910,8910,For sale,centrs,Kalniņa 1,1,30.36,4.0,5.0,Renov.,Masonry,Without amenities
3911,8911,For sale,centrs,Cēsu 43,3,71.0,1.0,5.0,P. kara,Masonry,All amenities
3914,8914,For sale,centrs,Ģertrūdes 62,6,150.0,6.0,7.0,P. kara,Masonry,All amenities
3915,8915,For sale,Ķengarags,Maskavas 256/7,2,47.0,4.0,5.0,LT proj.,Panel,All amenities
3918,8918,For sale,Mežciems,Gaiļezera 4,5,120.0,9.0,10.0,602.,Panel,All amenities
3919,8919,For sale,Zolitūde,Gramzdas 17,2,61.0,6.0,9.0,119.,Panel,All amenities
3920,8920,For sale,Purvciems,Dzelzavas 88,2,51.0,3.0,5.0,LT proj.,Panel,All amenities
3921,8921,For sale,Vecrīga,Vecpilsētas 3,3,127.0,5.0,5.0,P. kara,Brick,All amenities
3922,8922,For sale,Āgenskalns,Mūkusalas 29,3,85.0,2.0,4.0,Jaun.,Masonry,All amenities
3925,8925,For sale,Teika,Ropažu 14,3,74.0,2.0,10.0,Jaun.,Masonry,All amenities
3926,8926,For sale,centrs,Kazarmu 2a,1,31.0,3.0,5.0,P. kara,Masonry,All amenities
3928,8928,For sale,centrs,Birznieka-Upīša 13,2,57.0,7.0,7.0,Jaun.,Panel,All amenities
3930,8930,For sale,centrs,Birznieka-Upīša 10,3,95.0,2.0,5.0,Renov.,Masonry,All amenities
3931,8931,For sale,Vecmīlgrāvis,Kāvu 1,2,39.0,5.0,5.0,LT proj.,Panel,All amenities
3932,8932,For sale,Purvciems,Stirnu 55,3,60.0,3.0,5.0,LT proj.,Panel,All amenities
3934,8934,For sale,Ķengarags,Rasas 2,3,60.0,1.0,5.0,LT proj.,Panel,All amenities
3936,8936,For sale,centrs,Blaumaņa 12,2,43.0,1.0,6.0,P. kara,Masonry,All amenities
3938,8938,For sale,Šķirotava,Malēju 4a,1,38.0,4.0,4.0,Specpr.,Brick,All amenities
3939,8939,For sale,Purvciems,Vaidavas 15/1,2,82.0,1.0,7.0,Jaun.,Panel,All amenities
3941,8941,For sale,Ķengarags,Rasas 4,2,49.6,4.0,5.0,LT proj.,Panel,All amenities
3943,8943,For sale,Purvciems,Stirnu 50b,3,56.1,1.0,4.0,Jaun.,Brick-Panel,All amenities
3944,8944,For sale,Āgenskalns,Vīlipa 3,3,70.6,2.0,2.0,Renov.,Wood,All amenities
3947,8947,For sale,Ziepniekkalns,Ozolciema 32,2,50.2,2.0,9.0,602.,Panel,All amenities
3950,8950,For sale,centrs,Čaka 52,5,120.0,5.0,5.0,P. kara,Masonry,All amenities
3951,8951,For sale,Sarkandaugava,Tilta 11,1,30.0,4.0,5.0,Hrušč.,Brick,All amenities
3957,8957,For sale,centrs,Klusā 21,1,20.0,4.0,5.0,P. kara,Masonry,All amenities
3959,8959,For sale,Purvciems,Stirnu 5,3,78.0,2.0,9.0,119.,Brick,All amenities
3960,8960,For sale,Ķengarags,Lokomotīves 32,3,67.0,1.0,2.0,Staļina,Masonry,All amenities
3961,8961,For sale,centrs,Grostonas 17,3,94.0,5.0,8.0,Jaun.,Panel,All amenities
3962,8962,For sale,Čiekurkalns,Čiekurkalna 1. l. 54,2,41.0,2.0,2.0,Staļina,Masonry,Partial amenities
3963,8963,For sale,centrs,Barona 64,4,123.0,4.0,6.0,P. kara,Masonry,All amenities
3964,8964,For sale,centrs,Lāčplēša 54,3,56.2,2.0,6.0,P. kara,Masonry,All amenities
3966,8966,For sale,centrs,Indrānu 15,2,54.0,1.0,5.0,P. kara,Masonry,All amenities
3967,8967,For sale,centrs,Čaka 46,4,102.7,2.0,4.0,P. kara,Masonry,All amenities
3968,8968,For sale,centrs,Čaka 46,3,80.8,4.0,4.0,P. kara,Masonry,All amenities
3969,8969,For sale,Pļavnieki,J. Vācieša 4,2,50.0,6.0,9.0,602.,Panel,All amenities
3970,8970,For sale,Purvciems,Deglava 122,3,78.0,6.0,9.0,119.,Panel-Brick,All amenities
3971,8971,For sale,Bolderāja,Dolomīta 2,1,34.0,5.0,5.0,Hrušč.,Brick,All amenities
3972,8972,For sale,Purvciems,Deglava 108,3,75.0,6.0,9.0,119.,Panel,All amenities
3975,8975,For sale,Pļavnieki,Ilūkstes 6,1,42.0,6.0,9.0,M. ģim.,Panel,All amenities
3976,8976,For sale,Purvciems,Dzelzavas 25,3,62.0,7.0,9.0,602.,Panel,All amenities
3977,8977,For sale,Pļavnieki,Jasmuižas 11,2,50.0,5.0,8.0,602.,Panel,All amenities
3979,8979,For sale,Daugavgrīva,Zvīņu 3,2,60.0,2.0,2.0,Specpr.,Wood,Partial amenities
3981,8981,For sale,Imanta,Anniņmuižas bulvāris 54,3,63.0,1.0,9.0,602.,Panel,All amenities
3982,8982,For sale,Ziepniekkalns,Komētas 26,3,77.0,1.0,4.0,Jaun.,Panel,All amenities
3984,8984,For sale,Vecmīlgrāvis,Vecmīlgrāvja 1. l. 45,2,50.0,1.0,5.0,LT proj.,Panel,All amenities
3985,8985,For sale,Ziepniekkalns,Ozolciema 24/k1,1,46.0,5.0,10.0,119.,Masonry,All amenities
3988,8988,For sale,centrs,Brīvības iela 114,2,62.0,4.0,6.0,Renov.,Brick,All amenities
3990,8990,For sale,Ziepniekkalns,Līvciema 9,3,75.0,7.0,7.0,Specpr.,Panel,All amenities
3991,8991,For sale,centrs,Birznieka-Upīša 13,2,55.0,4.0,7.0,Jaun.,Panel-Brick,All amenities
3993,8993,For sale,Maskavas priekšpilsēta,Katoļu 9,2,38.0,4.0,5.0,P. kara,Masonry,All amenities
3994,8994,For sale,Āgenskalns,Smiļģa 9,2,46.0,1.0,4.0,Renov.,Masonry,All amenities
3995,8995,For sale,Purvciems,Dzelzavas 68,3,80.0,13.0,16.0,Specpr.,Masonry,All amenities
3996,8996,For sale,Ziepniekkalns,Pīpeņu 10,2,59.0,2.0,5.0,Specpr.,Panel,All amenities
3997,8997,For sale,Grīziņkalns,Dārzaugļu 1,4,108.0,2.0,6.0,Renov.,Panel-Brick,All amenities
4000,9000,For sale,Purvciems,Varavīksnes g. 6,3,64.0,2.0,9.0,602.,Panel,All amenities
4002,9002,For sale,centrs,"Valdemāra 23, k2",3,95.0,1.0,6.0,Renov.,Masonry,All amenities
4003,9003,For sale,Teika,Pudiķa 24,4,138.0,1.0,2.0,Priv. m.,Masonry,All amenities
4004,9004,For sale,Zolitūde,Lejiņa 3,2,58.0,5.0,9.0,119.,Panel,All amenities
4005,9005,For sale,centrs,Alūksnes 2,2,49.0,3.0,5.0,Staļina,Masonry,All amenities
4006,9006,For sale,Ziepniekkalns,Komētas 34,3,76.6,1.0,4.0,Jaun.,Panel-Brick,All amenities
4013,9013,For sale,Vecrīga,Šķūņu 6,1,15.0,3.0,4.0,P. kara,Masonry,All amenities
4014,9014,For sale,Vecrīga,Šķūņu 6,1,32.0,3.0,4.0,P. kara,Masonry,All amenities
4015,9015,For sale,Vecrīga,Šķūņu 6,1,15.0,2.0,4.0,P. kara,Masonry,All amenities
4016,9016,For sale,Āgenskalns,Augļu 11,3,67.0,1.0,5.0,103.,Brick-Panel,All amenities
4018,9018,For sale,Ziepniekkalns,Valdeķu 54,3,63.0,9.0,4.0,602.,Panel,All amenities
4023,9023,For sale,centrs,Pērnavas 6,2,68.0,4.0,5.0,Staļina,Masonry,All amenities
4024,9024,For sale,centrs,Skolas 38,4,190.0,6.0,6.0,P. kara,Masonry,All amenities
4027,9027,For sale,Purvciems,Viršu 7,2,58.0,5.0,9.0,119.,Panel,All amenities
4028,9028,For sale,Torņakalns,Vaiņodes 24a,3,59.0,1.0,5.0,LT proj.,Panel,All amenities
4030,9030,For sale,centrs,Miera 105,2,48.4,1.0,6.0,Renov.,Masonry,All amenities
4031,9031,For sale,Jugla,Malienas 72,3,59.0,4.0,5.0,LT proj.,Panel,All amenities
4032,9032,For sale,Ziepniekkalns,Bērzupes 24a,3,59.0,1.0,5.0,LT proj.,Panel,All amenities
4035,9035,For sale,Āgenskalns,Daugavgrīvas 68 a,3,70.0,5.0,5.0,Staļina,Masonry,All amenities
4036,9036,For sale,Vecmīlgrāvis,Meldru 24,3,57.0,3.0,5.0,LT proj.,Panel-Brick,All amenities
4039,9039,For sale,centrs,Hospitāļu 40,4,108.0,1.0,5.0,Staļina,Brick,All amenities
4047,9047,For sale,Čiekurkalns,Skultes 5,2,38.0,2.0,3.0,Renov.,Masonry,All amenities
4050,9050,For sale,Ziepniekkalns,Ozolciema 52,1,41.0,2.0,9.0,M. ģim.,Panel,All amenities
4052,9052,For sale,Zolitūde,Zolitūdes 38/3,3,83.0,9.0,9.0,119.,Panel,All amenities
4053,9053,For sale,Purvciems,Vairoga 11,3,75.0,1.0,3.0,Staļina,Brick,All amenities
4054,9054,For sale,Teika,Ropažu 74,3,66.0,2.0,5.0,103.,Brick-Panel,All amenities
4055,9055,For sale,Jugla,Skrudalienas 15,2,48.0,1.0,2.0,Specpr.,Panel-Brick,All amenities
4056,9056,For sale,Mangaļi,Mores 17,2,65.0,1.0,3.0,Jaun.,Masonry,All amenities
4057,9057,For sale,centrs,Ganību d. 16,1,15.8,1.0,2.0,Specpr.,Brick,Partial amenities
4059,9059,For sale,centrs,Tērbatas 65,4,124.0,4.0,5.0,P. kara,Masonry,All amenities
4060,9060,For sale,Vecrīga,Vāgnera 12,4,136.0,2.0,2.0,P. kara,Masonry,All amenities
4062,9062,For sale,centrs,Zvaigžņu 2b,1,25.0,2.0,5.0,P. kara,Brick,Partial amenities
4066,9066,For sale,Vecrīga,Meistaru 8,4,82.0,4.0,5.0,P. kara,Masonry,All amenities
4067,9067,For sale,Jugla,Murjāņu 56,2,46.0,2.0,5.0,LT proj.,Panel,All amenities
4068,9068,For sale,Vecrīga,Bīskapa gāte 3,2,58.0,5.0,5.0,Staļina,Masonry,All amenities
4069,9069,For sale,Purvciems,Madonas 25,4,97.0,5.0,9.0,119.,Brick-Panel,All amenities
4073,9073,For sale,Zolitūde,Ruses 14,1,47.0,8.0,9.0,119.,Panel,All amenities
4074,9074,For sale,Šampēteris-Pleskodāle,Kalnciema 106a,2,68.0,2.0,4.0,Jaun.,Masonry,All amenities
4075,9075,For sale,Āgenskalns,Mārupes 47,2,74.0,1.0,5.0,Specpr.,Panel,All amenities
4077,9077,For sale,centrs,Tomsona 9,3,91.0,4.0,7.0,Jaun.,Panel-Brick,All amenities
4078,9078,For sale,Teika,Ropažu 14,3,69.0,3.0,10.0,Jaun.,Masonry,All amenities
4082,9082,For sale,centrs,Lāčplēša 125,2,40.0,2.0,5.0,Renov.,Brick,All amenities
4084,9084,For sale,Purvciems,Madonas 19,3,80.0,4.0,9.0,119.,Panel,All amenities
4085,9085,For sale,centrs,Eksporta 2,2,59.0,2.0,5.0,Staļina,Masonry,All amenities
4086,9086,For sale,Ziepniekkalns,Bruknas 8,3,77.0,8.0,10.0,119.,Panel,All amenities
4087,9087,For sale,centrs,Akas 9,3,78.0,3.0,5.0,Specpr.,Brick-Panel,All amenities
4089,9089,For sale,Ķengarags,Maltas 29,3,59.0,5.0,5.0,LT proj.,Panel,All amenities
4091,9091,For sale,Vecmīlgrāvis,Skuju 2,2,48.0,1.0,5.0,103.,Panel-Brick,All amenities
4092,9092,For sale,Imanta,Slokas 185,3,55.0,5.0,5.0,LT proj.,Panel,All amenities
4093,9093,For sale,Vecmīlgrāvis,Anitas 3,2,63.0,1.0,2.0,Staļina,Masonry,All amenities
4094,9094,For sale,Jugla,Juglas 35,2,47.0,2.0,5.0,LT proj.,Panel,All amenities
4096,9096,For sale,centrs,Blaumaņa 12,1,34.5,5.0,7.0,Renov.,Masonry,All amenities
4097,9097,For sale,Āgenskalns,Dzirciema 31a,1,45.0,1.0,3.0,Renov.,Panel-Brick,All amenities
4099,9099,For sale,Āgenskalns,Dzirciema 31a,2,65.0,2.0,3.0,Renov.,Panel-Brick,All amenities
4100,9100,For sale,Purvciems,Stirnu 33,2,48.3,5.0,9.0,602.,Panel,All amenities
4102,9102,For sale,Pļavnieki,Salnas 24,1,39.0,5.0,5.0,M. ģim.,Panel,All amenities
4104,9104,For sale,Iļģuciems,Buļļu 888,2,48.0,2.0,3.0,Hrušč.,Brick,All amenities
4108,9108,For sale,Čiekurkalns,Ezermalas 2,2,53.0,6.0,12.0,Čehu pr.,Brick,All amenities
4112,9112,For sale,Vecrīga,Kalēju 6,3,87.0,1.0,2.0,P. kara,Masonry,All amenities
4114,9114,For sale,Mežciems,Biķernieku 102,3,75.0,7.0,16.0,104.,Panel,All amenities
4116,9116,For sale,Imanta,Akāciju 6,1,46.0,6.0,9.0,Jaun.,Brick-Panel,All amenities
4119,9119,For sale,Purvciems,Raunas 58,1,30.0,3.0,4.0,Specpr.,Brick,All amenities
4120,9120,For sale,Šampēteris-Pleskodāle,Candera 25,4,71.0,3.0,5.0,Hrušč.,Brick,All amenities
4122,9122,For sale,Ķengarags,Maskavas 254,2,48.0,5.0,5.0,Hrušč.,Panel,All amenities
4125,9125,For sale,Ziepniekkalns,Ziepniekkalna 64,2,63.0,5.0,5.0,Jaun.,Brick-Panel,All amenities
4126,9126,For sale,Sarkandaugava,Viestura pr. 45,1,34.0,1.0,9.0,Specpr.,Brick,All amenities
