,id,op_type,district,street,rooms,area,floor,total_floors,house_seria,house_type,condition
2286,7286,For rent,centrs,Avotu 43,1,25.0,3.0,3.0,P. kara,Masonry,All amenities
2288,7288,For rent,Zasulauks,Kalnciema 88,2,53.0,2.0,2.0,Priv. m.,Wood,All amenities
2289,7289,For rent,centrs,Bruņinieku 111,1,16.0,1.0,4.0,Renov.,Brick,All amenities
2290,7290,For rent,Šampēteris-Pleskodāle,Kalnciema 114,1,10.0,5.0,5.0,103.,Brick-Panel,All amenities
2291,7291,For rent,Āgenskalns,Nometņu 62,1,23.0,1.0,1.0,Priv. m.,Wood,All amenities
2292,7292,For rent,centrs,Čaka 117/1,3,68.0,2.0,6.0,Renov.,Masonry,All amenities
2293,7293,For rent,Sarkandaugava,Viestura pr. 53,2,48.0,6.0,9.0,LT proj.,Brick-Panel,All amenities
2297,7297,For rent,centrs,Jeruzalemes 5,2,60.0,2.0,6.0,Renov.,Panel-Brick,All amenities
2307,7307,For rent,Zolitūde,Bieziņa 4,2,58.0,9.0,10.0,119.,Panel,All amenities
2309,7309,For rent,Pļavnieki,Dzeņu 10,3,63.0,9.0,9.0,602.,Panel,All amenities
2310,7310,For rent,Purvciems,Dudajeva g. 10,2,40.0,1.0,5.0,LT proj.,Panel-Brick,All amenities
2312,7312,For rent,centrs,Alūksnes 3,1,20.0,4.0,5.0,Renov.,Masonry,All amenities
2317,7317,For rent,centrs,Zvaigžņu 24,1,20.0,2.0,6.0,Renov.,Masonry,All amenities
2318,7318,For rent,Ziepniekkalns,Ozolciema 16,1,40.0,1.0,7.0,119.,Panel,All amenities
2319,7319,For rent,centrs,Pulkv. Brieža 13,3,75.0,4.0,5.0,Renov.,Masonry,All amenities
2320,7320,For rent,Teika,Vairoga 32,3,47.0,3.0,3.0,Jaun.,Masonry,All amenities
2327,7327,For rent,Torņakalns,Vienības g. 42,1,22.0,1.0,5.0,Staļina,Masonry,All amenities
2328,7328,For rent,Mežciems,Kaivas 33/2,2,58.0,4.0,4.0,Jaun.,Brick-Panel,All amenities
2331,7331,For rent,Vecrīga,Jēkaba 26/28,5,130.0,4.0,5.0,Renov.,Masonry,All amenities
2354,7354,For rent,centrs,Tomsona 33a,3,75.9,4.0,5.0,Specpr.,Brick,All amenities
2355,7355,For rent,Zolitūde,Zolitūdes 75,2,75.0,3.0,6.0,Jaun.,Masonry,All amenities
2356,7356,For rent,Purvciems,Purvciema 53,1,43.0,3.0,9.0,Specpr.,Panel,All amenities
2357,7357,For rent,Āgenskalns,Smiļģa 27,1,30.0,1.0,2.0,P. kara,Wood,Partial amenities
2358,7358,For rent,centrs,Miķeļa 1,3,96.0,3.0,5.0,Specpr.,Brick-Panel,All amenities
2360,7360,For rent,Teika,Pudiķa 13,1,28.0,3.0,3.0,P. kara,Brick,All amenities
2361,7361,For rent,centrs,Lāčplēša 127,2,95.0,3.0,3.0,Renov.,Brick,All amenities
2364,7364,For rent,centrs,Tallinas 77,1,32.0,2.0,5.0,Renov.,Brick,All amenities
2371,7371,For rent,Sarkandaugava,Hāpsalas 6,1,34.0,2.0,9.0,602.,Panel,All amenities
2376,7376,For rent,Dārzciems,Līvānu 1,2,42.0,2.0,2.0,Hrušč.,Brick,All amenities
2378,7378,For rent,Ķengarags,Maskavas 252,2,48.0,3.0,5.0,LT proj.,Panel,All amenities
2382,7382,For rent,centrs,Zvaigžņu 24,1,20.0,5.0,6.0,P. kara,Masonry,All amenities
2385,7385,For rent,Pļavnieki,Deglava 122,3,76.0,5.0,9.0,119.,Panel,All amenities
2388,7388,For rent,Torņakalns,Garozes 17,1,38.0,1.0,5.0,M. ģim.,Panel,All amenities
2389,7389,For rent,Āgenskalns,Vīlipa 12,3,87.0,9.0,9.0,Jaun.,Panel-Brick,All amenities
2391,7391,For rent,Ķengarags,Kaņiera 14,1,30.0,6.0,12.0,Čehu pr.,Brick-Panel,All amenities
2392,7392,For rent,Purvciems,Dzelzavas 23,1,34.0,8.0,9.0,602.,Panel,All amenities
2395,7395,For rent,centrs,Grostonas 25,2,66.0,14.0,24.0,Jaun.,Panel,All amenities
2396,7396,For rent,centrs,Pērnavas 19,1,25.0,2.0,5.0,Specpr.,Masonry,All amenities
2397,7397,For rent,Āgenskalns,Vīlipa 12,3,104.0,6.0,10.0,Jaun.,Panel-Brick,All amenities
2405,7405,For rent,centrs,Matīsa 46a,2,62.0,4.0,5.0,Jaun.,Brick-Panel,All amenities
2406,7406,For rent,Ķīpsala,Balasta d. 36,4,90.0,2.0,2.0,Jaun.,Masonry,All amenities
2417,7417,For rent,Imanta,Imantas 1. l. 49,1,27.5,2.0,5.0,LT proj.,Panel,All amenities
2419,7419,For rent,centrs,Kaļķu 6,2,72.0,2.0,4.0,P. kara,Masonry,All amenities
2420,7420,For rent,Sarkandaugava,Tilta 3,1,35.0,1.0,5.0,103.,Panel-Brick,All amenities
2424,7424,For rent,centrs,Eksporta 2,1,20.0,1.0,5.0,P. kara,Masonry,All amenities
2425,7425,For rent,Āgenskalns,Cieceres 5,2,43.0,3.0,3.0,Staļina,Masonry,All amenities
2430,7430,For rent,centrs,Čaka 117/1,3,61.0,2.0,6.0,Renov.,Masonry,All amenities
2436,7436,For rent,centrs,Vaļņu 35,3,64.0,2.0,5.0,Renov.,Brick,All amenities
2440,7440,For rent,Torņakalns,Satiksmes 4,2,44.0,1.0,2.0,Priv. m.,Wood,All amenities
2443,7443,For rent,Āgenskalns,Kalnciema 39b,2,58.0,2.0,4.0,P. kara,Masonry,All amenities
2444,7444,For rent,Iļģuciems,Grīvas 17,1,30.0,4.0,5.0,Hrušč.,Brick,All amenities
2447,7447,For rent,Imanta,M. Krūmu 28,3,89.0,3.0,4.0,Jaun.,Brick-Panel,All amenities
2450,7450,For rent,centrs,Vagonu 22,1,25.0,5.0,5.0,Renov.,Brick,All amenities
2454,7454,For rent,centrs,Ģertrūdes 107,1,13.0,5.0,5.0,P. kara,Masonry,All amenities
2456,7456,For rent,centrs,Valdemāra 41a,2,41.0,2.0,7.0,Jaun.,Panel-Brick,All amenities
2464,7464,For rent,centrs,Vīlandes 10,3,106.0,4.0,5.0,Renov.,Brick,All amenities
2465,7465,For rent,centrs,Vīlandes 10,4,155.0,2.0,6.0,Renov.,Brick,All amenities
2470,7470,For rent,Mežaparks,Visbijas pr. 17,5,165.0,2.0,3.0,Renov.,Masonry,All amenities
2471,7471,For rent,Teika,Vairoga 48,2,52.0,1.0,2.0,P. kara,Brick,All amenities
2484,7484,For rent,Āgenskalns,Lielirbes 13,3,90.0,17.0,30.0,Jaun.,Masonry,All amenities
2485,7485,For rent,centrs,Skanstes 29a,4,105.0,4.0,24.0,Jaun.,Panel,All amenities
2487,7487,For rent,centrs,Blaumaņa 3,4,200.0,5.0,5.0,Renov.,Masonry,All amenities
2488,7488,For rent,Āgenskalns,Kuģu 26,3,82.0,1.0,5.0,Jaun.,Brick-Panel,All amenities
2489,7489,For rent,centrs,Jēkaba 26/28,5,130.0,4.0,5.0,Renov.,Masonry,All amenities
2491,7491,For rent,Āgenskalns,Kuģu 28,5,175.0,1.0,5.0,Jaun.,Panel,All amenities
2492,7492,For rent,Teika,Brīvības gatve 293,3,83.0,4.0,5.0,Jaun.,Masonry,All amenities
2516,7516,For rent,centrs,Lāčplēša 62,3,75.0,1.0,5.0,P. kara,Brick,All amenities
2519,7519,For rent,Pļavnieki,Ilūkstes 26,1,21.0,1.0,5.0,M. ģim.,Brick-Panel,All amenities
2525,7525,For rent,Ziepniekkalns,Ozolciema 12,1,12.0,1.0,1.0,119.,Panel,All amenities
2529,7529,For rent,Ķengarags,Salaspils 2,1,33.0,6.0,9.0,467.,Panel,All amenities
2531,7531,For rent,Purvciems,Marsa g. 10,3,67.0,1.0,5.0,LT proj.,Panel,All amenities
2534,7534,For rent,Purvciems,Madonas 21,2,63.0,16.0,5.0,Specpr.,Panel-Brick,All amenities
2536,7536,For rent,centrs,Matīsa 41c,2,40.0,1.0,5.0,P. kara,Masonry,All amenities
2537,7537,For rent,centrs,Matīsa 35a,2,74.0,4.0,4.0,Renov.,Masonry,All amenities
2548,7548,For rent,Šampēteris-Pleskodāle,Lielirbes 13,2,68.0,17.0,30.0,Jaun.,Panel-Brick,All amenities
2554,7554,For rent,Vecmīlgrāvis,Sniega 3,1,36.0,1.0,4.0,Jaun.,Brick,All amenities
2555,7555,For rent,Teika,Biķernieku 16a,2,56.0,3.0,5.0,Jaun.,Masonry,All amenities
2560,7560,For rent,centrs,Elizabetes 10b,4,153.0,2.0,5.0,Renov.,Masonry,All amenities
2563,7563,For rent,Iļģuciems,Slokas 84,2,45.0,3.0,4.0,Jaun.,Masonry,All amenities
2565,7565,For rent,Maskavas priekšpilsēta,Maskavas 104,1,19.0,3.0,3.0,Specpr.,Wood,All amenities
2566,7566,For rent,Krasta r-ns,Salacas 26,1,30.0,2.0,2.0,Specpr.,Wood,All amenities
2567,7567,For rent,centrs,Brīvības 148,1,35.0,2.0,5.0,P. kara,Masonry,All amenities
2588,7588,For rent,centrs,Ģertrūdes 39,2,71.0,3.0,6.0,Renov.,Masonry,All amenities
2590,7590,For rent,Imanta,Anniņmuižas bulvāris 90,3,75.0,1.0,2.0,Priv. m.,Brick,All amenities
2595,7595,For rent,Vecrīga,Smilšu 10,2,50.0,3.0,6.0,Jaun.,Brick-Panel,All amenities
2596,7596,For rent,Vecrīga,Kungu 25,2,65.0,2.0,6.0,Jaun.,Brick-Panel,All amenities
2599,7599,For rent,Vecrīga,Smilšu 10,2,60.0,3.0,7.0,Renov.,Masonry,All amenities
2600,7600,For rent,Šampēteris-Pleskodāle,Lielirbes 13,3,90.0,12.0,30.0,Jaun.,Masonry,All amenities
2603,7603,For rent,Vecrīga,Smilšu 10,2,60.0,6.0,7.0,Renov.,Brick,All amenities
2610,7610,For rent,Ziepniekkalns,Ozolciema 42k2,1,35.0,3.0,9.0,602.,Panel,All amenities
2612,7612,For rent,Vecmīlgrāvis,Kāvu 10,3,60.0,4.0,5.0,LT proj.,Panel,All amenities
2614,7614,For rent,Torņakalns,Vēja 19,1,26.0,1.0,2.0,P. kara,Masonry,All amenities
2617,7617,For rent,Pļavnieki,Salnas 11,2,50.0,7.0,9.0,602.,Panel,All amenities
2621,7621,For rent,Āgenskalns,Kuldīgas 39,1,42.0,2.0,5.0,Specpr.,Masonry,All amenities
2623,7623,For rent,centrs,Barona 24/26,1,21.0,3.0,6.0,Renov.,Brick,All amenities
2629,7629,For rent,Purvciems,Dzelzavas 15/1,2,43.0,3.0,5.0,Hrušč.,Brick,All amenities
2630,7630,For rent,centrs,Bruņinieku 111,1,12.0,1.0,4.0,Renov.,Brick,All amenities
2638,7638,For rent,Ziepniekkalns,Valdeķu 62,2,50.0,8.0,9.0,602.,Panel,All amenities
2639,7639,For rent,Purvciems,Mārcienas 1,2,60.0,9.0,9.0,119.,Panel,All amenities
2641,7641,For rent,centrs,Barona 5,2,45.0,2.0,6.0,Staļina,Masonry,All amenities
2646,7646,For rent,Vecmīlgrāvis,Vecmīlgrāvja 1. l. 50,2,50.0,2.0,5.0,LT proj.,Panel,All amenities
2647,7647,For rent,centrs,Ausekļa 3,3,68.0,5.0,5.0,P. kara,Brick,All amenities
2650,7650,For rent,Imanta,Slokas 165,1,32.0,6.0,12.0,Čehu pr.,Brick,All amenities
2651,7651,For rent,Iļģuciems,Lidoņu 29,1,45.0,9.0,9.0,Specpr.,Panel-Brick,All amenities
2659,7659,For rent,Dzegužkalns,Daugavgrīvas 70,3,59.0,3.0,5.0,Specpr.,Brick,All amenities
2660,7660,For rent,Ziepniekkalns,Ozolciema 56,2,50.0,4.0,9.0,602.,Panel,All amenities
2663,7663,For rent,centrs,Brīvības 68,5,200.0,5.0,6.0,P. kara,Masonry,All amenities
2665,7665,For rent,Imanta,Kurzemes pr. 42,1,50.0,3.0,5.0,LT proj.,Panel,All amenities
2667,7667,For rent,centrs,Hospitāļu 5a,3,70.0,3.0,3.0,P. kara,Brick,All amenities
2668,7668,For rent,centrs,Lāčplēša 98,1,20.0,3.0,5.0,Renov.,Masonry,All amenities
2669,7669,For rent,centrs,Brīvības 162,1,33.0,1.0,8.0,Specpr.,Brick-Panel,All amenities
2673,7673,For rent,Āgenskalns,Gardenes 4,1,16.0,2.0,2.0,Staļina,Masonry,All amenities
2674,7674,For rent,Šampēteris-Pleskodāle,Lielirbes 13,2,90.0,20.0,30.0,Jaun.,Masonry,All amenities
2680,7680,For rent,Sarkandaugava,Hāpsalas 5,1,18.0,5.0,5.0,M. ģim.,Brick-Panel,All amenities
2689,7689,For rent,Purvciems,Ilūkstes 103,1,33.0,4.0,5.0,103.,Brick-Panel,All amenities
2691,7691,For rent,Mežaparks,Stokholmas 33,6,140.0,1.0,2.0,P. kara,Wood,All amenities
2692,7692,For rent,Imanta,Kurzemes pr. 76,2,50.0,2.0,5.0,LT proj.,Panel,All amenities
2696,7696,For rent,Sarkandaugava,Viestura pr. 33,2,50.0,3.0,9.0,Specpr.,Brick,All amenities
2698,7698,For rent,Jugla,M. Juglas 3a,3,166.0,2.0,3.0,Jaun.,Brick,All amenities
2702,7702,For rent,Vecrīga,Republikas laukums 3,4,160.0,3.0,7.0,Jaun.,Brick,All amenities
2714,7714,For rent,Vecāķi,Vecāķu pr. 191,2,294.0,4.0,4.0,Specpr.,Masonry,All amenities
2730,7730,For rent,centrs,Lāčplēša 96,1,16.0,1.0,5.0,Renov.,Brick,All amenities
2734,7734,For rent,Āgenskalns,M. Nometņu 5,1,38.0,2.0,5.0,P. kara,Masonry,Partial amenities
2737,7737,For rent,Torņakalns,Jelgavas 63,4,170.0,6.0,7.0,Jaun.,Panel,All amenities
2738,7738,For rent,Dārzciems,Zeltiņu 3,3,62.0,4.0,9.0,602.,Panel,All amenities
2742,7742,For rent,Āgenskalns,Slokas 28,1,16.0,1.0,1.0,P. kara,Masonry,All amenities
2745,7745,For rent,centrs,Valdemāra 37,3,110.0,5.0,6.0,Renov.,Masonry,All amenities
2746,7746,For rent,centrs,Lāčplēša 114,2,42.0,5.0,5.0,P. kara,Masonry,All amenities
2749,7749,For rent,centrs,Miera 90,3,65.0,6.0,4.0,Specpr.,Brick,All amenities
2750,7750,For rent,Šampēteris-Pleskodāle,Lielirbes 13,3,90.0,11.0,30.0,Jaun.,Panel-Brick,All amenities
2758,7758,For rent,Ķengarags,Aviācijas 2e,1,30.0,3.0,12.0,M. ģim.,Brick-Panel,All amenities
2760,7760,For rent,Purvciems,Stirnu 20a,2,52.0,3.0,5.0,Jaun.,Masonry,All amenities
2762,7762,For rent,Ziepniekkalns,Kartupeļu 47,2,56.0,9.0,9.0,Specpr.,Brick,All amenities
2764,7764,For rent,Iļģuciems,Dzirciema 37,1,30.0,4.0,5.0,LT proj.,Panel,All amenities
2766,7766,For rent,centrs,Bruņinieku 28,3,75.0,3.0,6.0,P. kara,Masonry,All amenities
2768,7768,For rent,centrs,Brīvības 156,1,30.0,5.0,5.0,Specpr.,Panel,All amenities
2771,7771,For rent,Jugla,Brīvības gatve 432k1,1,30.0,1.0,9.0,Specpr.,Brick,All amenities
2772,7772,For rent,Pļavnieki,Dravnieku 13,2,50.0,9.0,9.0,602.,Panel,All amenities
2773,7773,For rent,centrs,Stabu 49a,1,40.0,2.0,5.0,P. kara,Masonry,All amenities
2774,7774,For rent,centrs,Stabu 49,3,60.0,2.0,5.0,P. kara,Masonry,All amenities
2775,7775,For rent,Mežaparks,Ezermalas 27,2,52.0,4.0,12.0,Specpr.,Brick,All amenities
2779,7779,For rent,Vecrīga,Kaļķu 6,2,72.0,2.0,4.0,P. kara,Masonry,All amenities
2780,7780,For rent,centrs,J. Daliņa 8,3,120.0,13.0,23.0,Jaun.,Brick-Panel,All amenities
2781,7781,For rent,centrs,Ganību d. 15,2,40.0,3.0,5.0,P. kara,Masonry,All amenities
2789,7789,For rent,centrs,Dzirnavu 51,2,60.0,3.0,5.0,P. kara,Brick,All amenities
2791,7791,For rent,Vecrīga,Vaļņu 8,4,107.0,5.0,5.0,P. kara,Masonry,All amenities
2794,7794,For rent,Zolitūde,Ruses 16,2,55.0,4.0,9.0,119.,Panel,All amenities
2795,7795,For rent,Āgenskalns,Kristapa 16,1,24.0,1.0,5.0,Hrušč.,Brick,All amenities
2806,7806,For rent,Sarkandaugava,Viestura pr. 95,1,30.0,8.0,10.0,Jaun.,Brick-Panel,All amenities
2807,7807,For rent,Āgenskalns,Kuldīgas 32,4,110.0,2.0,6.0,P. kara,Masonry,All amenities
2821,7821,For rent,Vecrīga,Krāmu 4,2,80.0,3.0,4.0,Renov.,Brick,All amenities
2823,7823,For rent,Teika,Brīvības gatve 234,2,48.0,5.0,5.0,Staļina,Masonry,All amenities
2824,7824,For rent,Purvciems,Kastrānes 1/2,1,25.0,2.0,5.0,Renov.,Masonry,All amenities
2841,7841,For rent,centrs,Elizabetes 63,2,80.0,4.0,6.0,Renov.,Masonry,All amenities
2846,7846,For rent,Maskavas priekšpilsēta,Viļānu 7,1,26.0,2.0,5.0,Renov.,Masonry,All amenities
2847,7847,For rent,Sarkandaugava,Aptiekas 6,2,44.0,2.0,5.0,Staļina,Brick,All amenities
2861,7861,For rent,centrs,Riepnieku 4,2,53.0,3.0,5.0,P. kara,Masonry,All amenities
2868,7868,For rent,centrs,Kalniņa 8,2,50.0,2.0,5.0,P. kara,Brick,All amenities
2873,7873,For rent,Vecrīga,Brīvības bulvāris 19,2,64.0,5.0,6.0,Renov.,Masonry,All amenities
2874,7874,For rent,Purvciems,Ūnijas 67,3,91.0,2.0,6.0,Jaun.,Panel,All amenities
2881,7881,For rent,centrs,Klusā 20,1,38.0,2.0,9.0,Jaun.,Panel,All amenities
2887,7887,For rent,centrs,Lāčplēša 54,1,29.0,3.0,5.0,P. kara,Masonry,All amenities
2888,7888,For rent,Maskavas priekšpilsēta,Lomonosova 2,1,40.0,2.0,5.0,P. kara,Masonry,All amenities
2890,7890,For rent,centrs,Baznīcas 35,2,54.0,4.0,5.0,Specpr.,Masonry,All amenities
2891,7891,For rent,Āgenskalns,Kuģu 26,3,110.0,2.0,5.0,Jaun.,Brick-Panel,All amenities
2915,7915,For rent,Šampēteris-Pleskodāle,Lielirbes 13,3,90.0,11.0,30.0,Jaun.,Masonry,All amenities
2917,7917,For rent,centrs,Artilērijas 33,1,17.0,2.0,5.0,Jaun.,Panel,All amenities
2918,7918,For rent,centrs,Artilērijas 33,1,24.0,2.0,5.0,Jaun.,Panel-Brick,All amenities
2928,7928,For rent,Klīversala,Valguma 17,2,49.0,1.0,5.0,P. kara,Masonry,All amenities
2933,7933,For rent,centrs,Ģertrūdes 50,3,94.0,5.0,6.0,P. kara,Masonry,All amenities
2935,7935,For rent,Mežaparks,Ezermalas 2k-1,1,33.0,5.0,12.0,Specpr.,Brick,All amenities
2936,7936,For rent,Šampēteris-Pleskodāle,Lielirbes 13,3,92.0,9.0,30.0,Jaun.,Brick-Panel,All amenities
2948,7948,For rent,Šampēteris-Pleskodāle,Lielirbes 13,2,68.0,8.0,30.0,Jaun.,Brick-Panel,All amenities
2956,7956,For rent,Teika,Ropažu 60,3,62.0,2.0,3.0,Staļina,Brick,All amenities
2959,7959,For rent,centrs,Ganību d. 17,1,39.0,5.0,6.0,P. kara,Masonry,All amenities
2962,7962,For rent,centrs,Brīvības iela 101,1,25.0,1.0,5.0,P. kara,Masonry,All amenities
2964,7964,For rent,Teika,Brīvības gatve 296,2,50.0,3.0,3.0,P. kara,Masonry,All amenities
2966,7966,For rent,Jugla,Juglas 29,3,56.0,1.0,5.0,Hrušč.,Panel,All amenities
2967,7967,For rent,centrs,Gogoļa 13,1,13.0,5.0,5.0,P. kara,Brick-Panel,All amenities
2970,7970,For rent,centrs,Elizabetes 9,3,70.0,2.0,5.0,P. kara,Masonry,All amenities
2972,7972,For rent,Pļavnieki,Salnas 3,3,62.0,8.0,9.0,602.,Panel,All amenities
2977,7977,For rent,Ziepniekkalns,Kartupeļu 47,1,38.0,6.0,9.0,Specpr.,Brick-Panel,All amenities
2978,7978,For rent,centrs,Čaka 114,6,16.0,2.0,5.0,P. kara,Masonry,All amenities
2979,7979,For rent,Ziepniekkalns,Ozolciema 50,1,34.0,5.0,9.0,602.,Panel,All amenities
2985,7985,For rent,Mežciems,Kaivas 29,2,62.0,1.0,4.0,Jaun.,Panel,All amenities
2986,7986,For rent,centrs,Pērnavas 57,2,50.0,4.0,4.0,P. kara,Masonry,Partial amenities
2988,7988,For rent,centrs,Vesetas 24,2,43.0,7.0,10.0,Jaun.,Panel,All amenities
2990,7990,For rent,Iļģuciems,Motoru 7,1,27.0,1.0,5.0,LT proj.,Panel,All amenities
2997,7997,For rent,centrs,Brīvības iela 47,3,73.0,3.0,6.0,P. kara,Masonry,All amenities
2998,7998,For rent,centrs,Tērbatas 83,1,25.0,3.0,5.0,Specpr.,Panel,All amenities
3002,8002,For rent,centrs,Republikas laukums 3,2,40.0,3.0,6.0,Jaun.,Panel,All amenities
3018,8018,For rent,Imanta,Dammes 34,3,62.0,3.0,9.0,602.,Panel,All amenities
3019,8019,For rent,centrs,Bruņinieku 89,1,30.0,1.0,5.0,P. kara,Masonry,All amenities
3024,8024,For rent,centrs,Marijas 19,1,28.0,5.0,5.0,P. kara,Masonry,All amenities
3026,8026,For rent,Pļavnieki,Ulbrokas 10,1,40.0,1.0,5.0,M. ģim.,Panel-Brick,All amenities
3027,8027,For rent,centrs,Maskavas 39,2,50.0,2.0,6.0,P. kara,Masonry,All amenities
3031,8031,For rent,centrs,Vesetas 25,1,35.0,4.0,5.0,Specpr.,Panel-Brick,All amenities
3037,8037,For rent,Mežciems,Biķernieku 244,1,20.0,2.0,2.0,Staļina,Masonry,All amenities
3043,8043,For rent,Imanta,Progresa 4,2,49.0,3.0,5.0,LT proj.,Panel,Partial amenities
3046,8046,For rent,Teika,Biķernieku 79,2,39.0,3.0,5.0,Hrušč.,Brick,All amenities
3048,8048,For rent,Iļģuciems,Spilves 21,2,50.0,6.0,9.0,Jaun.,Panel,All amenities
3051,8051,For rent,Ķengarags,Prūšu 4,2,38.0,2.0,5.0,Jaun.,Panel,All amenities
3052,8052,For rent,centrs,Pētersalas 9,1,30.0,1.0,4.0,P. kara,Masonry,All amenities
3053,8053,For rent,centrs,Valdemāra 83,3,80.0,4.0,7.0,Renov.,Brick,All amenities
3055,8055,For rent,Āgenskalns,Nomales 6,2,43.0,3.0,4.0,Hrušč.,Brick,All amenities
3056,8056,For rent,Vecrīga,Vaļņu 4,3,90.0,2.0,6.0,Jaun.,Masonry,All amenities
3062,8062,For rent,Ķengarags,Salaspils 22,1,38.0,4.0,4.0,Renov.,Masonry,All amenities
3065,8065,For rent,centrs,Vēžu 14,3,100.0,6.0,6.0,Jaun.,Masonry,All amenities
3071,8071,For rent,Šampēteris-Pleskodāle,Lielirbes 13,2,68.0,4.0,23.0,Jaun.,Panel,All amenities
3074,8074,For rent,Vecrīga,Bīskapa gāte 3,3,79.0,3.0,5.0,Staļina,Masonry,All amenities
3077,8077,For rent,Jaunciems,Jaunciema 2. l. 5,1,30.0,3.0,5.0,Hrušč.,Brick,All amenities
3090,8090,For rent,centrs,Brīvības 131,3,64.0,3.0,5.0,Staļina,Brick,All amenities
3092,8092,For rent,centrs,Dzirnavu 9,1,33.0,1.0,4.0,Renov.,Masonry,All amenities
3094,8094,For rent,Mežciems,Kaivas 50,3,65.0,5.0,5.0,Specpr.,Panel,All amenities
3099,8099,For rent,Pļavnieki,Dravnieku 12,1,39.0,5.0,9.0,M. ģim.,Panel,All amenities
3100,8100,For rent,Pļavnieki,Dravnieku 13,3,62.0,2.0,9.0,602.,Panel,All amenities
3101,8101,For rent,centrs,Antonijas 14,1,26.0,3.0,8.0,Renov.,Brick-Panel,All amenities
3105,8105,For rent,centrs,Krāsotāju 24,2,44.0,3.0,5.0,P. kara,Masonry,All amenities
3108,8108,For rent,Grīziņkalns,Zvaigžņu 14a,1,19.0,2.0,2.0,Renov.,Masonry,All amenities
3116,8116,For rent,centrs,Ganu 4,5,145.0,4.0,5.0,P. kara,Masonry,All amenities
3123,8123,For rent,centrs,Vīlandes 7,6,189.0,1.0,5.0,Renov.,Brick,All amenities
3133,8133,For rent,centrs,Rūpniecības 1,2,56.0,2.0,6.0,Renov.,Masonry,All amenities
3141,8141,For rent,Teika,Piebalgas 12,1,26.0,2.0,2.0,Priv. m.,Brick,All amenities
3142,8142,For rent,Pļavnieki,Salnas 7,2,50.0,5.0,9.0,602.,Panel,All amenities
3145,8145,For rent,centrs,Baznīcas 27/29,3,85.0,4.0,5.0,P. kara,Brick,All amenities
3146,8146,For rent,centrs,Čaka 117,3,59.0,5.0,6.0,P. kara,Masonry,All amenities
3156,8156,For rent,centrs,Gogoļa 11,3,94.0,2.0,2.0,P. kara,Masonry,All amenities
3161,8161,For rent,centrs,Rūpniecības 5,3,100.0,2.0,6.0,Renov.,Brick,All amenities
3178,8178,For rent,Teika,Brīvības gatve 233,2,63.0,2.0,3.0,P. kara,Brick,All amenities
3180,8180,For rent,Purvciems,Ainavas 2a,3,82.0,5.0,6.0,Jaun.,Masonry,All amenities
3184,8184,For rent,Ķengarags,Maskavas 299,1,30.0,10.0,12.0,Čehu pr.,Brick-Panel,All amenities
3186,8186,For rent,Pļavnieki,Tīnūžu 3,1,35.0,1.0,8.0,602.,Panel,All amenities
3189,8189,For rent,Imanta,Jūrmalas g. 113b,3,55.0,1.0,3.0,Jaun.,Panel-Brick,All amenities
3203,8203,For rent,centrs,13. janvāra 21,2,60.0,2.0,6.0,Jaun.,Brick-Panel,All amenities
3209,8209,For rent,Āgenskalns,Valguma 20,2,50.0,4.0,4.0,P. kara,Masonry,All amenities
3215,8215,For rent,centrs,Brīvības 76,5,180.0,5.0,6.0,Renov.,Masonry,All amenities
3223,8223,For rent,Purvciems,Dzelzavas 33,1,30.0,5.0,5.0,LT proj.,Panel,All amenities
3224,8224,For rent,centrs,Čaka 70,1,30.0,3.0,5.0,P. kara,Brick,All amenities
3228,8228,For rent,centrs,Maskavas 15,2,42.0,4.0,4.0,Renov.,Brick,All amenities
3229,8229,For rent,centrs,Matīsa 69,2,66.0,4.0,7.0,Jaun.,Brick,All amenities
3236,8236,For rent,centrs,Lāčplēša 221,2,41.0,3.0,4.0,P. kara,Masonry,All amenities
3239,8239,For rent,Iļģuciems,Dzirciema 57,3,57.0,4.0,9.0,467.,Panel,All amenities
3244,8244,For rent,centrs,Ģertrūdes 129,1,27.0,1.0,5.0,Renov.,Brick,All amenities
3245,8245,For rent,centrs,Ģertrūdes 129,3,75.0,5.0,5.0,Renov.,Brick,All amenities
3249,8249,For rent,centrs,Miera 10,1,187.0,1.0,5.0,P. kara,Masonry,All amenities
3254,8254,For rent,centrs,Miera 87a,4,112.0,2.0,4.0,Renov.,Brick,All amenities
3255,8255,For rent,centrs,Barona 5,2,45.0,2.0,6.0,Staļina,Masonry,All amenities
3256,8256,For rent,centrs,Jēkaba 28,1,22.0,1.0,6.0,P. kara,Masonry,All amenities
3260,8260,For rent,centrs,Barona 24/26,2,45.0,3.0,6.0,Renov.,Brick,All amenities
3273,8273,For rent,centrs,Brīvības iela 170,2,51.0,3.0,6.0,P. kara,Masonry,All amenities
3281,8281,For rent,Jugla,Murjāņu 61,2,37.0,4.0,4.0,Renov.,Panel,All amenities
3283,8283,For rent,Ziepniekkalns,Īslīces 1,1,44.0,6.0,10.0,119.,Panel,All amenities
3285,8285,For rent,centrs,Bruņinieku 81,1,12.0,3.0,5.0,P. kara,Masonry,All amenities
3287,8287,For rent,centrs,Pulkv. Brieža 13,3,75.0,4.0,6.0,Renov.,Masonry,All amenities
3295,8295,For rent,centrs,Vārnu 4,1,22.0,2.0,2.0,P. kara,Wood,All amenities
